id,name,group1,group2,type,element_type,power_kW,operating_weight_kg,length_cm,width_cm,height_cm,max_speed_km_h,operating_speed_km_h,gradeability_degrees,ground_pressure_kPa,attachment_1,attachment_2,attachment_3,attachment_4,attachment_5,digging_depth_cm,reach_height_cm,reach_length_cm,turning_radius_cm,note,fuel_consumption_high_ml_h,fuel_consumption_medium_ml_h,fuel_consumption_low_ml_h,co2_high_ml_h,co2_medium_ml_h,co2_low_ml_h,noise_internal_dB,noise_external_dB,cost_standard_rate_czk_h,cost_overtime_rate_czk_h,usage_cost_czk,machine_price_czk,failure_probability_per_1000h,avg_repair_time_min,avg_repair_cost_czk,avg_service_life_years,min_working_area_m2,units_count,unit,work_output_unit_h,work_cycle_sec,manufacturer,machine_price_usd
162, 'Vysokozdvižný vozík 8.7t 64kW', 10, 33, 'DP60', '1', 63.9, 8715, 481, 217, 242, 23, 16, 17, 0, 0, 0, 0, 0, 0, 0, 400, 0, 331, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6000, 'kg', 360000, 60, 'Caterpillar', 0
163, 'Vysokozdvižný vozík 13.5t 110kW', 10, 33, 'DP90N', '1', 110, 13510, 546, 239, 285, 26, 18.2, 21, 0, 0, 0, 0, 0, 0, 0, 400, 0, 393, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9000, 'kg', 540000, 60, 'Caterpillar', 0
164, 'Vysokozdvižný vozík 19t 110kW', 10, 33, 'DP160N', '1', 110, 18950, 626, 263, 296, 22, 15.4, 13, 0, 0, 0, 0, 0, 0, 0, 400, 0, 480, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 'kg', 960000, 60, 'Caterpillar', 0
165, 'Kloubový dempr 24.3t 270kW', 3, 17, 'TA 230', '1', 270, 24300, 1032, 296, 340, 57, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 838, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 'm3', 19, 3600, 'Liebherr', 0
166, 'Autojeřáb 24t 210kW', 12, 51, 'LTM 1030-2.1', '1', 210, 24000, 1015, 255, 355, 80, 0, 31, 0, 0, 0, 0, 0, 0, 0, 4400, 4000, 1108, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 't', 2100, 60, 'Liebherr', 0
167, 'Autojeřáb 48t 210kW', 12, 51, 'LTM 1070-4.2', '1', 270, 48000, 1239, 255, 390, 80, 0, 31, 0, 0, 0, 0, 0, 0, 0, 6500, 4800, 1179, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 't', 4200, 60, 'Liebherr', 0
168, 'Autojeřáb 60t 370kW', 12, 51, 'LTM 1100-5.2', '1', 370, 60000, 1334, 275, 395, 80, 0, 30, 0, 0, 0, 0, 0, 0, 0, 8400, 6600, 1190, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 't', 6000, 60, 'Liebherr', 0
169, 'Autojeřáb 60t 390kW', 12, 51, 'LTM 1200-5.1', '1', 390, 60000, 1537, 300, 395, 80, 0, 30, 0, 0, 0, 0, 0, 0, 0, 9800, 8200, 1332, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 't', 12000, 60, 'Liebherr', 0
170, 'Autojeřáb 84t 450kW', 12, 51, 'LTM 1400-7.1', '1', 450, 84000, 1853, 300, 400, 80, 0, 24, 0, 0, 0, 0, 0, 0, 0, 13000, 10000, 1568, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 400, 't', 24000, 60, 'Liebherr', 0
171, 'Autojeřáb 108t 500kW', 12, 51, 'LTM 1750-9.1', '1', 500, 108000, 2200, 300, 400, 80, 0, 23, 0, 0, 0, 0, 0, 0, 0, 14400, 11200, 1568, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 750, 't', 45000, 60, 'Liebherr', 0
172, 'Autojeřáb 96t 500kW', 12, 51, 'LTM 11200-9.1', '1', 500, 96000, 1994, 300, 400, 75, 0, 23, 0, 0, 0, 0, 0, 0, 0, 19200, 12800, 1640, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1200, 't', 72000, 60, 'Liebherr', 0
173, 'Autojeřáb 27.4t 129kW', 12, 51, 'LTF 1035-3.1', '1', 129, 27400, 957, 255, 376, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4800, 4200, 998, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 't', 2100, 60, 'Liebherr', 0
174, 'Autojeřáb 32t 129kW', 12, 51, 'LTF 1045-4.1', '1', 129, 32000, 1165, 255, 403, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4650, 4340, 1519, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 't', 2700, 60, 'Liebherr', 0
175, 'Autojeřáb 42t 129kW', 12, 51, 'LTF 1060-4.1', '1', 129, 42000, 1135, 255, 397, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5600, 4800, 1093, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 't', 3600, 60, 'Liebherr', 0
176, 'Pásový jeřáb 110t 270kW', 12, 52, 'LR 1100', '1', 270, 109800, 1180, 415, 435, 1.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10000, 5600, 470, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 't', 6300, 60, 'Liebherr', 0
177, 'Pásový jeřáb 210t 270kW', 12, 52, 'LR 1200', '1', 270, 210000, 1920, 700, 450, 1.6, 0, 0, 113.75, 0, 0, 0, 0, 0, 0, 14500, 8800, 620, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 't', 13200, 60, 'Liebherr', 0
178, 'Pásový jeřáb 300t 300kW', 12, 52, 'LR 1400/2', '1', 300, 300000, 1349, 870, 479, 1.8, 1.8, 0, 135, 0, 0, 0, 0, 0, 0, 14500, 8800, 718, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 400, 't', 24000, 60, 'Liebherr', 0
179, 'Pásový jeřáb 438t 400kW', 12, 52, 'LR 1750', '1', 400, 438000, 1650, 1030, 576, 1.65, 1.65, 0, 135, 0, 0, 0, 0, 0, 0, 19200, 13600, 1150, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 750, 't', 45000, 60, 'Liebherr', 0
180, 'Pásový jeřáb 900t 1000kW', 12, 52, 'LR 13000', '1', 1000, 900000, 3000, 1640, 1745, 1, 0, 0, 135, 0, 0, 0, 0, 0, 0, 12600, 12000, 1624, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3000, 't', 180000, 60, 'Liebherr', 0
181, 'Pásový jeřáb 62.6t 129kW', 12, 52, 'LTR 1060', '1', 129, 62600, 1138, 480, 315, 3, 3, 25, 94.14, 0, 0, 0, 0, 0, 0, 5600, 4800, 405, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 't', 3600, 60, 'Liebherr', 0
182, 'Pásový jeřáb 180t 230kW', 12, 52, 'LTR 1220', '1', 230, 180500, 1591, 763, 378, 2.5, 2.5, 25, 113.8, 0, 0, 0, 0, 0, 0, 8000, 7600, 508, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 't', 13200, 60, 'Liebherr', 0
183, 'Pásový jeřáb 380t 270kW', 12, 52, 'LTR 11200', '1', 270, 380000, 2619, 807, 593, 1.8, 1.8, 10, 137, 0, 0, 0, 0, 0, 0, 18400, 12000, 919, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1200, 't', 72000, 60, 'Liebherr', 0
184, 'Pásový jeřáb 59.6t 270kW', 12, 52, 'HS 835 HD', '1', 270, 59600, 1125, 430, 326, 1.15, 1.15, 0, 89.25, 0, 0, 0, 0, 0, 0, 4800, 4200, 405, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 't', 3000, 60, 'Liebherr', 0
185, 'Pásový jeřáb 172t 670kW', 12, 52, 'HS 895 HD', '1', 670, 172200, 1738, 680, 395, 1.4, 1.4, 0, 96.12, 0, 0, 0, 0, 0, 0, 8800, 8000, 636, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 't', 12000, 60, 'Liebherr', 0
186, 'Věžový jeřáb se spodní otočí 10t 25kW', 12, 54, '26H', '1', 25.1, 9800, 1605, 250, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2800, 2800, 215, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 't', 120, 60, 'Liebherr', 0
187, 'Věžový jeřáb se spodní otočí 10.5t 29kW', 12, 54, '32H', '1', 28.8, 10500, 1560, 250, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3000, 2900, 215, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 't', 240, 60, 'Liebherr', 0
188, 'Věžový jeřáb se spodní otočí 12.2t 27.7kW', 12, 54, '32TT', '1', 27.7, 12200, 1670, 255, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3150, 2850, 275, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 't', 240, 60, 'Liebherr', 0
189, 'Věžový jeřáb se spodní otočí 9t 30kW', 12, 54, '26K.1', '1', 30.3, 9100, 1670, 255, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3700, 2600, 200, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 't', 150, 60, 'Liebherr', 0
190, 'Věžový jeřáb se spodní otočí 17.3t 24.4kW', 12, 54, '65K', '1', 24.4, 17300, 1425, 260, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5400, 4000, 320, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5, 't', 270, 60, 'Liebherr', 0
191, 'Věžový jeřáb s horní otočí 26.7t 23.5kW', 12, 53, '50 EC-B 5', '1', 23.5, 26700, 0, 380, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4540, 4000, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 't', 300, 60, 'Liebherr', 0
192, 'Věžový jeřáb s horní otočí 35t 50kW', 12, 53, '130 EC-B 8 FR', '1', 49.9, 35000, 0, 600, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6340, 6000, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 't', 480, 60, 'Liebherr', 0
193, 'Věžový jeřáb s horní otočí 50t 135kW', 12, 53, '380 EC-B 16', '1', 135.5, 50000, 0, 1000, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8310, 7500, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 't', 960, 60, 'Liebherr', 0
194, 'Sklápěče jednostranný Tatra 8x8', 3, 59, 'T158-8P5R4', '3', 340, 17000, 910, 250, 360, 85, 85, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 'm3', 18, 3600, 'Tatra', 0
195, 'Sklápěče jednostranný Tatra 6x6', 3, 59, 'T158-8P5R33.343', '3', 300, 11000, 750, 250, 360, 85, 85, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 'm3', 10, 3600, 'Tatra', 0
